customer_id,first_name,last_name,email,phone,signup_date,country,region,segment
CUST-000062,Ana,Garcia,ana.garcia139@example.com,,2024-05-27 09:28:19,Brazil,East,Consumer
CUST-000063,Marta,Thomas,marta.thomas285@example.com,+1-970-631-5133,2024-02-16 02:58:55,Brazil,North,Corporate
CUST-000064,Luis,Taylor,luis.taylor666@example.com,+1-270-999-1659,2023-04-05 01:07:47,Canada,South,Corporate
CUST-000065,Andres,Martinez,andres.martinez130@example.com,,2023-05-04 20:32:00,Canada,West,Corporate
CUST-000066,James,Brown,james.brown797@example.com,+1-367-518-2771,2022-08-23 21:04:09,Usa,East,Consumer
CUST-000067,Lucia,Moore,lucia.moore78@example.com,+1-806-907-4978,2023-02-11 03:42:36,Germany,East,Home Office
CUST-000068,Andres,Lopez,andres.lopez356@example.com,+1-745-638-7071,2022-03-26 02:30:38,Uk,East,Consumer
CUST-000069,Diego,Lee,diego.lee444@example.com,+1-570-850-8532,2022-08-05 05:34:12,Brazil,South,Corporate
CUST-000070,Laura,Harris,laura.harris477@example.com,+1-646-948-5397,2024-09-17 11:44:05,Spain,South,Corporate
CUST-000071,Maria,Wilson,maria.wilson250@example.com,+1-968-675-7209,2024-07-12 12:14:52,Usa,West,Home Office
CUST-000072,Carlos,Lee,carlos.lee364@example.com,+1-464-548-5581,2023-03-11 21:42:19,Germany,East,Consumer
CUST-000073,Valentina,Davis,valentina.davis248@example.com,+1-937-616-9004,2022-06-25 20:12:48,Spain,South,Corporate
CUST-000074,Mateo,Martin,mateo.martin96@example.com,+1-501-426-7625,2022-02-05 08:51:30,Mexico,Central,Consumer
CUST-000075,Sebastian, Perez  ,sebastian.perez436@example.com,+1-963-763-6419,2023-12-06 12:48:32,Germany,West,Consumer
CUST-000076,Laura,Rodriguez,laura.rodriguez739@example.com,+1-397-523-2958,2022-09-05 19:30:36,Spain,South,Consumer
CUST-000077,Mateo,Wilson,mateo.wilson612@example.com,+1-489-302-4180,2024-12-10 10:47:09,Canada,East,Consumer
CUST-000078,Ana,Thompson,ana.thompson281@example.com,+1-246-255-5786,2022-09-17 04:35:51,Germany,West,Consumer
CUST-000079,Ana,White,ana.white481@example.com,+1-690-651-6582,2023-08-06 06:42:44,Usa,East,Home Office
CUST-000080,Mateo,Lopez,mateo.lopez411@example.com,+1-703-275-1878,2022-05-14 05:31:27,Canada,Central,Home Office
CUST-000081,Maria,Rodriguez,maria.rodriguez572@example.com,+1-982-626-4697,2022-08-31 19:01:34,Brazil,West,Home Office
CUST-000082,Pedro,White,pedro.white313@example.com,+1-782-835-1986,2024-05-28 22:11:45,Germany,North,Home Office
CUST-000083,Emma,Davis,emma.davis677@example.com,,2023-06-26 06:19:42,Uk,North,Consumer
CUST-000084,Diego,Martin,diego.martin299@example.com,+1-233-437-5720,2024-08-20 10:17:36,Germany,West,Consumer
CUST-000085,David,Wilson,david.wilson436@example.com,+1-317-757-4683,2023-02-10 23:34:46,Canada,East,Corporate
CUST-000086,Maria,Smith,maria.smith812@example.com,+1-514-809-5728,2022-12-06 15:59:20,Usa,West,Corporate
CUST-000087,Lucia,Wilson,lucia.wilson553@example.com,+1-705-648-2317,2024-10-21 21:46:25,Usa,West,Corporate
CUST-000088,Andres,Wilson,andres.wilson94@example.com,+1-434-890-1339,2022-02-22 09:48:45,Uk,North,Corporate
CUST-000089,Carlos,Lee,carlos.lee668@example.com,+1-652-484-3973,2024-11-28 21:18:40,Brazil,West,Home Office
CUST-000090,Mateo,Taylor,mateo.taylor342@example.com,+1-528-886-2713,2024-04-16 05:51:19,Mexico,West,Corporate
CUST-000091,Pedro,Moore,pedro.moore466@example.com,+1-290-522-5135,2022-03-17 11:46:12,Usa,West,Home Office
CUST-000092,Ana,Thompson,ana.thompson424@example.com,+1-255-392-9494,2024-08-04 13:10:19,Uk,West,Corporate
CUST-000093,Luis,Davis,luis.davis563@example.com,+1-334-494-8178,2023-07-01 17:38:52,Usa,North,Home Office
CUST-000094,Andres,Rodriguez,andres.rodriguez319@example.com,+1-764-214-7684,2022-11-21 03:23:37,Canada,North,Consumer
CUST-000095,John,Martinez,john.martinez956@example.com,+1-933-498-9337,2024-10-17 09:57:18,Brazil,West,Home Office
CUST-000096,David,Martin,david.martin393@example.com,+1-395-813-9327,2022-10-24 04:58:12,Spain,North,Consumer
CUST-000097,Diego,Thomas,diego.thomas274@example.com,+1-202-489-5891,2024-11-05 21:22:11,Uk,West,Home Office
CUST-000098,Olivia,Thompson,olivia.thompson354@example.com,+1-540-765-9903,2024-09-18 13:44:01,Brazil,East,Home Office
CUST-000099,David,White,david.white240@example.com,+1-994-620-1715,2024-02-24 11:35:04,Germany,West,Corporate
CUST-000100,Lucia,Moore,lucia.moore508@example.com,+1-237-329-9229,2022-11-08 21:29:16,Mexico,North,Home Office
CUST-000101,Olivia,Lopez,olivia.lopez933@example.com,+1-667-215-3361,2024-12-13 14:55:36,Spain,South,Consumer
CUST-000102,Laura,Thomas,laura.thomas666@example.com,+1-282-536-9742,2024-03-25 13:50:08,Mexico,West,Home Office
CUST-000103,Luis, Harris  ,luis.harris241@example.com,+1-846-900-5708,2022-05-21 08:16:57,Germany,Unknown,Consumer
CUST-000104,John,Lopez,john.lopez171@example.com,+1-910-506-1474,2024-06-27 01:40:28,Mexico,North,Consumer
CUST-000105,James,Jackson,james.jackson251@example.com,+1-743-621-3950,2022-10-26 06:11:20,Canada,North,Corporate
CUST-000106,Lucia,Harris,lucia.harris510@example.com,+1-797-346-4804,2023-05-09 16:47:23,Germany,East,Consumer
CUST-000107,Ana,Martin,ana.martin694@example.com,+1-759-361-2210,2023-08-13 16:04:58,Mexico,Central,Consumer
CUST-000108,Diego,Wilson,diego.wilson866@example.com,+1-509-403-7302,2024-07-24 17:35:35,Usa,South,Consumer
CUST-000109,James,White,james.white717@example.com,+1-502-222-7484,2023-08-29 09:59:36,Usa,Central,Home Office
CUST-000110,Luis,Harris,luis.harris853@example.com,+1-493-994-4770,2024-10-14 22:06:09,Spain,East,Consumer
CUST-000111,Emma, Harris  ,emma.harris695@example.com,+1-973-938-3240,2023-05-29 22:52:25,Usa,North,Consumer
CUST-000112,Olivia, Smith  ,olivia.smith750@example.com,+1-334-292-5835,2024-01-18 11:53:43,Germany,West,Consumer
CUST-000113,Sofia,Thompson,sofia.thompson544@example.com,+1-713-479-3695,2024-01-20 09:21:21,Spain,West,Home Office
CUST-000114,Pedro,Thomas,pedro.thomas480@example.com,+1-277-344-4696,2022-08-24 14:28:09,Spain,Central,Consumer
CUST-000115,Lucia,Gomez,lucia.gomez550@example.com,+1-326-665-7038,2023-06-26 09:32:42,Uk,West,Corporate
CUST-000116,James,Lopez,james.lopez483@example.com,+1-225-834-6374,2023-04-24 22:12:44,Canada,North,Corporate
CUST-000117,Olivia,Anderson,olivia.anderson120@example.com,+1-343-246-1609,2024-04-16 11:04:53,Brazil,North,Consumer
CUST-000118,Sebastian, Martinez  ,sebastian.martinez465@example.com,+1-579-886-9850,2024-03-06 15:15:35,Uk,South,Home Office
CUST-000119,John,Lee,john.lee962@example.com,+1-486-233-7070,2024-04-15 07:54:37,Brazil,West,Home Office
CUST-000120,James,Lopez,james.lopez558@example.com,+1-860-567-1992,2024-01-23 14:29:44,Mexico,South,Home Office
CUST-000121,Olivia,Garcia,olivia.garcia658@example.com,+1-854-811-1349,2023-03-11 01:50:29,Spain,East,Consumer
CUST-000122,Sofia,White,sofia.white71@example.com,+1-983-767-4394,2023-02-25 21:20:58,Canada,South,Consumer
CUST-000123,Sofia,Harris,sofia.harris284@example.com,+1-348-333-9850,2022-01-06 09:07:33,Spain,South,Consumer
CUST-000124,Ana,Martinez,ana.martinez367@example.com,+1-443-802-6304,2022-01-31 00:34:28,Canada,East,Consumer
CUST-000125,Diego,Perez,diego.perez764@example.com,+1-265-687-8344,2022-08-21 13:10:53,Uk,Central,Consumer
CUST-000126,Valentina,Rodriguez,valentina.rodriguez745@example.com,+1-874-733-5941,2022-03-30 16:40:36,Germany,North,Consumer
CUST-000127,Mateo,Moore,mateo.moore703@example.com,+1-310-702-8267,2024-05-23 02:40:32,Usa,East,Corporate
CUST-000128,Maria,Martinez,maria.martinez640@example.com,+1-848-799-9984,2023-07-18 11:50:22,Brazil,Central,Consumer
CUST-000129,Olivia,Perez,olivia.perez102@example.com,+1-918-317-4522,2024-05-31 15:39:30,Brazil,South,Consumer
CUST-000130,Olivia,Moore,olivia.moore748@example.com,+1-297-520-7992,2024-05-01 11:22:43,Germany,East,Consumer
CUST-000131,Sofia,Lee,sofia.lee94@example.com,+1-287-295-8075,2022-05-18 03:30:56,Germany,East,Corporate
CUST-000132,Sebastian,Smith,sebastian.smith687@example.com,+1-325-620-6793,2023-11-07 15:23:55,Spain,North,Home Office
CUST-000133,Andres,Anderson,andres.anderson107@example.com,+1-791-719-4485,2023-12-22 05:38:00,Germany,West,Consumer
CUST-000134,John,Taylor,john.taylor118@example.com,+1-980-485-4705,2024-01-23 15:37:24,Spain,Central,Home Office
CUST-000135,Andres,Harris,andres.harris624@example.com,+1-873-910-5381,2022-02-23 01:03:14,Canada,East,Corporate
CUST-000136,Pedro,Thomas,pedro.thomas7@example.com,+1-385-346-7566,2023-12-20 02:32:00,Canada,North,Consumer
CUST-000137,Valentina,Davis,valentina.davis430@example.com,+1-664-549-3578,2024-02-10 13:28:23,Mexico,East,Corporate
CUST-000138,Camila,Harris,camila.harris905@example.com,+1-253-359-3579,2022-06-23 22:29:41,Usa,North,Consumer
CUST-000139,Diego,Lee,diego.lee425@example.com,+1-479-420-9394,2024-06-24 04:08:38,Mexico,West,Consumer
CUST-000140,Camila,Lee,camila.lee684@example.com,+1-515-246-4612,2024-12-15 14:23:27,Uk,North,Consumer
CUST-000141,Pedro,Davis,pedro.davis783@example.com,+1-461-496-6375,2022-10-09 04:22:06,Usa,West,Corporate
CUST-000142,Carlos,Martinez,carlos.martinez546@example.com,,2024-02-18 20:20:33,Spain,East,Consumer
CUST-000143,Luis,Jackson,luis.jackson471@example.com,+1-279-520-8033,2022-02-08 20:52:36,Brazil,West,Consumer
CUST-000144,Lucia,Gomez,lucia.gomez176@example.com,+1-832-671-6928,2023-10-28 03:12:31,Brazil,North,Consumer
CUST-000145,Camila,Moore,camila.moore81@example.com,+1-605-517-6562,2024-12-09 08:04:01,Mexico,South,Consumer
CUST-000146,John,Perez,john.perez199@example.com,+1-994-557-6752,2024-11-10 23:29:59,Spain,South,Consumer
CUST-000147,Sofia,Wilson,sofia.wilson178@example.com,+1-816-356-2234,2023-02-09 06:26:58,Spain,West,Consumer
CUST-000148,Camila,White,camila.white698@example.com,+1-778-858-6295,2024-07-08 22:50:10,Mexico,South,Consumer
CUST-000149,Mateo,Martin,mateo.martin816@example.com,,2023-09-13 12:48:49,Uk,North,Consumer
CUST-000150,Olivia,Smith,olivia.smith378@example.com,+1-493-278-2479,2022-04-27 22:23:30,Uk,Central,Consumer
CUST-000151,Camila,Thompson,camila.thompson461@example.com,+1-785-867-4084,2022-03-26 11:42:23,Uk,West,Consumer
CUST-000152,Luis,Martin,luis.martin831@example.com,+1-551-931-2381,2022-07-31 18:22:12,Germany,South,Consumer
CUST-000153,Olivia,Martin,olivia.martin536@example.com,+1-824-362-6962,2024-12-09 13:34:30,Mexico,West,Consumer
CUST-000154,Marta,Harris,,+1-846-862-6482,2022-04-18 02:23:59,Mexico,North,Consumer
CUST-000155,Lucia,Anderson,lucia.anderson742@example.com,+1-872-817-3463,2023-06-01 12:08:14,Usa,Central,Corporate
CUST-000156,James,Anderson,james.anderson133@example.com,+1-809-925-2388,2024-03-13 11:16:17,Uk,West,Corporate
CUST-000157,Marta,Martinez,marta.martinez96@example.com,+1-861-886-7937,2024-12-14 18:30:48,Mexico,North,Consumer
CUST-000158,Carlos,Davis,carlos.davis971@example.com,+1-984-697-4145,2023-12-01 08:14:53,Canada,South,Consumer
CUST-000159,John,Perez,john.perez39@example.com,+1-877-544-3147,2024-12-14 21:44:42,Brazil,South,Consumer
CUST-000160,Andres,Brown,andres.brown45@example.com,+1-620-573-4891,2024-06-15 16:10:22,Uk,East,Corporate
CUST-000161,Olivia,Rodriguez,olivia.rodriguez245@example.com,+1-516-680-4178,2024-12-29 13:23:33,Germany,Central,Home Office
CUST-000162,Olivia,Anderson,olivia.anderson515@example.com,+1-740-628-3655,2024-02-22 07:16:14,Spain,Central,Consumer
CUST-000163,Laura,Smith,laura.smith896@example.com,+1-580-767-2680,2024-09-11 18:47:01,Spain,North,Consumer
CUST-000164,Carlos,Wilson,carlos.wilson928@example.com,+1-725-350-8167,2024-07-09 03:20:21,Canada,West,Home Office
CUST-000165,Ana,Jackson,ana.jackson406@example.com,+1-714-582-4862,2022-04-20 14:03:35,Usa,East,Consumer
CUST-000166,Marta,Lopez,marta.lopez811@example.com,+1-349-340-1627,2023-11-18 10:26:41,Spain,West,Corporate
CUST-000167,Sofia,Lee,sofia.lee631@example.com,+1-205-281-1311,2024-07-07 09:19:04,Canada,South,Consumer
CUST-000168,Andres,Perez,andres.perez114@example.com,+1-994-495-4893,2024-05-16 10:57:52,Usa,North,Consumer
CUST-000169,Andres,Martin,andres.martin114@example.com,+1-711-811-9782,2022-05-09 00:35:54,Germany,Central,Consumer
CUST-000170,Sofia,Anderson,sofia.anderson2@example.com,+1-829-561-4941,2024-05-29 20:46:38,Brazil,South,Corporate
CUST-000171,Maria,Perez,maria.perez70@example.com,+1-738-757-9312,2024-01-09 18:28:55,Uk,North,Consumer
CUST-000172,Mateo,Smith,mateo.smith383@example.com,+1-459-965-1266,2024-03-03 13:00:05,Spain,North,Consumer
CUST-000173,John,White,john.white137@example.com,+1-245-560-9945,2023-11-12 12:19:34,Spain,South,Corporate
CUST-000174,Olivia,Lee,olivia.lee831@example.com,+1-338-264-8498,,Mexico,South,Consumer
CUST-000175,Emma,Smith,emma.smith956@example.com,+1-517-727-7524,2023-10-09 19:46:16,Brazil,East,Consumer
CUST-000176,Emma,Anderson,emma.anderson883@example.com,+1-999-248-6438,2024-01-02 09:56:51,Usa,East,Consumer
CUST-000177,Lucia,Martin,lucia.martin348@example.com,+1-391-708-9151,2024-03-02 13:22:28,Spain,Central,Consumer
CUST-000178,Maria,Jackson,maria.jackson441@example.com,+1-816-384-9937,2022-06-11 10:41:44,Mexico,North,Consumer
CUST-000179,Pedro,Anderson,pedro.anderson618@example.com,+1-934-636-3730,2024-07-02 16:09:43,Mexico,West,Consumer
CUST-000180,James,Harris,james.harris282@example.com,+1-854-258-2229,2024-06-09 23:12:40,Brazil,East,Consumer
CUST-000181,Carlos,Gomez,carlos.gomez870@example.com,+1-822-894-8179,2022-10-20 01:16:01,Canada,North,Consumer
CUST-000182,James,Taylor,james.taylor973@example.com,+1-780-233-3513,2024-02-24 16:22:52,Mexico,East,Consumer
CUST-000183,Maria,White,maria.white543@example.com,+1-575-607-6150,2022-10-09 23:38:59,Mexico,South,Home Office
CUST-000184,Ana,Brown,ana.brown531@example.com,+1-596-775-2929,2024-10-19 09:31:51,Spain,East,Corporate
CUST-000185,Emma,Harris,emma.harris711@example.com,+1-702-404-3009,2023-08-08 04:56:30,Spain,North,Consumer
CUST-000186,Olivia,Garcia,olivia.garcia684@example.com,,2023-10-17 20:01:29,Uk,Unknown,Home Office
CUST-000187,Carlos,Brown,carlos.brown521@example.com,+1-429-324-4292,2024-01-11 05:03:22,Canada,West,Consumer
CUST-000188,Sebastian,White,sebastian.white479@example.com,+1-764-332-2412,2024-01-26 02:23:37,Mexico,West,Home Office
CUST-000189,Mateo,Perez,mateo.perez788@example.com,+1-619-788-2208,2024-04-21 04:33:46,Mexico,North,Consumer
CUST-000190,Valentina,Taylor,valentina.taylor900@example.com,+1-998-764-3981,2022-09-20 04:41:52,Brazil,Central,Home Office
CUST-000191,Luis,Lopez,luis.lopez157@example.com,+1-511-368-3653,2024-11-27 11:44:51,Germany,South,Consumer
CUST-000192,Valentina,Anderson,valentina.anderson257@example.com,+1-401-850-5496,2022-06-11 04:33:26,Germany,East,Corporate
CUST-000193,Maria,Perez,maria.perez607@example.com,+1-794-357-3804,2022-12-12 23:59:01,Uk,Central,Consumer
CUST-000194,Camila,Smith,camila.smith84@example.com,+1-246-856-5336,2022-02-28 23:42:24,Canada,Central,Consumer
CUST-000195,Ana,Lee,ana.lee658@example.com,+1-509-694-5012,2023-08-17 14:47:07,Mexico,West,Consumer
CUST-000196,Luis,Brown,luis.brown426@example.com,+1-695-675-4342,2024-06-19 12:23:09,Uk,South,Consumer
CUST-000197,Marta,Taylor,marta.taylor134@example.com,+1-978-579-9437,2024-03-27 20:26:56,Usa,East,Consumer
CUST-000198,John,Wilson,john.wilson254@example.com,+1-344-299-1829,2024-07-09 10:33:58,Brazil,Central,Consumer
CUST-000199,Carlos,Thomas,carlos.thomas195@example.com,+1-981-363-9163,2023-10-03 18:44:26,Brazil,West,Home Office
CUST-000200,Mateo,Gomez,mateo.gomez968@example.com,+1-602-717-8491,2022-07-04 08:45:52,Canada,Central,Consumer
CUST-000201,Luis,Anderson,luis.anderson612@example.com,+1-869-888-8710,2024-10-10 10:24:13,Uk,North,Corporate
CUST-000202,Diego,Martinez,diego.martinez745@example.com,+1-574-982-7606,2023-06-26 13:19:24,Usa,West,Consumer
CUST-000203,Sebastian,Davis,sebastian.davis567@example.com,+1-495-275-7329,2024-01-13 18:21:33,Brazil,Central,Consumer
CUST-000204,Andres,Harris,andres.harris132@example.com,+1-299-603-7114,2022-09-01 12:20:44,Uk,East,Corporate
CUST-000205,Emma,Harris,emma.harris412@example.com,,2024-11-08 01:25:00,Canada,East,Corporate
CUST-000206,Valentina,Martin,valentina.martin621@example.com,+1-727-343-6373,2022-11-02 22:19:16,Mexico,South,Consumer
CUST-000207,Andres,Anderson,andres.anderson520@example.com,+1-721-745-9025,2023-11-20 20:29:43,Mexico,West,Corporate
CUST-000208,James,Thomas,james.thomas427@example.com,+1-797-515-1436,2022-08-13 21:43:58,Brazil,East,Home Office
CUST-000209,Camila,White,camila.white739@example.com,+1-252-797-8871,2023-04-12 06:12:29,Uk,Central,Corporate
CUST-000210,Lucia,Martinez,lucia.martinez33@example.com,+1-786-917-2800,2023-05-12 06:56:46,Usa,West,Consumer
CUST-000211,Sofia,Jackson,sofia.jackson421@example.com,+1-713-993-8726,2023-02-22 02:16:03,Germany,South,Consumer
CUST-000212,Sebastian,Thomas,,+1-585-521-3837,2024-09-06 16:44:09,Uk,East,Consumer
CUST-000213,Laura,Harris,laura.harris197@example.com,+1-452-485-5890,2024-09-18 08:11:13,Mexico,East,Corporate
CUST-000214,Mateo,Thomas,mateo.thomas358@example.com,+1-773-938-5480,2024-09-09 10:28:41,Usa,Central,Corporate
CUST-000215,Lucia,Moore,lucia.moore978@example.com,+1-991-349-5758,2023-12-08 01:31:53,Mexico,North,Consumer
CUST-000216,Olivia,Wilson,olivia.wilson220@example.com,+1-406-751-5442,2024-09-08 20:27:44,Germany,East,Consumer
CUST-000217,Andres,White,andres.white249@example.com,+1-251-885-9700,2023-05-06 08:12:59,Germany,South,Consumer
CUST-000218,Diego,Thomas,diego.thomas103@example.com,+1-897-989-3252,2024-08-25 00:11:19,Uk,South,Consumer
CUST-000219,Mateo,Lee,mateo.lee775@example.com,+1-494-528-5676,2023-02-13 23:30:59,Usa,North,Corporate
CUST-000220,David,Thompson,david.thompson936@example.com,+1-379-627-3880,2022-03-18 01:19:23,Spain,West,Corporate
CUST-000221,Carlos,Anderson,carlos.anderson10@example.com,+1-505-781-2758,2022-03-18 12:11:54,Mexico,West,Home Office
CUST-000222,Sebastian,Perez,sebastian.perez911@example.com,+1-337-716-8668,2024-10-08 09:56:01,Canada,North,Consumer
CUST-000223,Olivia,Wilson,olivia.wilson15@example.com,+1-954-545-5833,2023-01-17 20:40:20,Germany,South,Consumer
CUST-000224,Lucia,Jackson,lucia.jackson336@example.com,+1-288-610-2562,2024-11-21 06:43:39,Canada,West,Consumer
CUST-000225,David,Gomez,david.gomez393@example.com,+1-441-657-5374,2023-06-19 12:00:04,Mexico,Central,Corporate
CUST-000226,Ana,Wilson,ana.wilson710@example.com,+1-441-263-2936,2024-01-07 16:56:40,Mexico,South,Consumer
